"batch_size","epochs","activation","dense","optimizer","drop","learning_rate","conv","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
6,189,"softsign","2000 1000 1000 500 100 50","sgd",0.673871407557372,0.0717344157698113,"32 20 16 32 10 1",7.55774264646661,5.13538463834399,4.29462008903502,"1e-10",5.9279889639237,3.97976855733432,FALSE,6.7602011870921,1.35273623062528
5,390,"elu","2000 1000 500 100 50","adadelta",0.34966791348065,0.0492336087946115,"50 50 50 50 50 1",4.0878637741964,6.83489967782822,0.619835439327871,"1e-06",9.5582888229227,1.64254487519385,FALSE,6.58766139182678,4.87166368525712
6,228,"relu","1000 500 100 50","adam",0.69313293794822,0.0604256565221294,"100 100 100 100 100 1",3.08585366476177,6.81908852599881,4.4581526539952,"1e-12",7.70239394053367,5.87027096442878,FALSE,3.80517899452171,9.25345870324066
5,405,"tanh","1000 500 100 50","adagrad",0.311617023036315,0.0700655587228327,"25 25 25 25 25 1",1.89494913824135,4.28731982046832,2.9343725644995,"1e-08",6.45973008307877,6.61211121236906,TRUE,0.766099000148023,3.22022966427276
8,222,"sigmoid","2000 1000 500 100 50","sgd",0.094950720111304,0.0948959065753325,"25 25 25 25 25 1",3.16455204523868,9.29505281687336,0.166414363459917,"1e-12",0.26838672475244,7.86866078498075,FALSE,9.02416327217069,5.37101228869089
8,296,"sigmoid","1000 500 100 50","rmsprop",0.540768392930366,0.0877989158138145,"32 20 16 32 10 1",7.97672263208317,7.13495242769872,5.84723082081531,"1e-08",1.51303832162257,0.0280968766077422,FALSE,4.35478650651941,0.991171051579618
8,275,"linear","2000 1000 1000 500 100 50","adadelta",0.158752743132447,0.00413117152975061,"25 25 25 25 25 1",6.71844865422382,9.68344929023655,6.76923909686506,"1e-08",2.87932126551546,1.79288105092244,TRUE,5.85557468785481,0.582776323064888
9,294,"softplus","2000 1000 1000 500 100 50","adagrad",0.882659631284955,0.0358163531312757,"50 50 50 50 50 1",6.02717385342346,8.20745184540909,7.67050468656817,"1e-10",1.27771206895712,2.29990011789254,TRUE,2.86057294211552,8.42319114406638
9,236,"hard_sigmoid","2000 1000 500 100 50","adam",0.869238741375832,0.0362439881364492,"25 25 25 25 25 1",6.19050241073984,4.42325791224466,1.03723887877073,"1e-08",0.51020404693054,6.02234621752752,TRUE,3.57817523838871,3.36793655573494
8,446,"softsign","2000 1000 1000 500 100 50","adadelta",0.874586156189593,0.0972828464072418,"25 25 25 25 25 1",6.22126415479619,3.27724299834041,8.59749233930022,"1e-14",0.893842435008949,8.06863000249723,TRUE,8.40378681685304,4.19775911901387
8,122,"elu","1000 500 100 50","sgd",0.58606069139773,0.0374921134726725,"50 50 50 50 50 1",4.89802277248462,2.17968498819299,6.31615978767397,"1e-06",6.80597764566945,0.891690685288049,TRUE,5.80107294405282,9.0585403565965
7,434,"tanh","500 100 50","adagrad",0.519584597251425,0.0643362604048035,"100 100 100 100 100 1",2.95177358369034,1.96281065326788,6.19369347095024,"1e-06",7.70542648305131,0.74925436672871,TRUE,1.64100836124792,0.905779762317196
5,121,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.425061941577983,0.0706408161533273,"64 32 16 32 64 1",0.771374179776654,9.66522009475418,2.54669202057761,"1e-12",3.41784589417005,6.05541994391009,FALSE,3.53352323642805,0.472642265508389
6,413,"linear","2000 1000 1000 500 100 50","adagrad",0.140861569578876,0.0553196086369846,"64 32 16 32 64 1",2.46021550676355,2.00142186217838,4.36814493931481,"1e-10",1.12885340923444,4.25255980584072,FALSE,9.58132542568046,3.76962337448016
10,323,"hard_sigmoid","2000 1000 1000 500 100 50","adadelta",0.841519124647952,0.0502790609499152,"50 50 50 50 50 1",1.83617779164583,9.98632016291502,7.39030100819888,"1e-06",6.66505524664043,8.5079129644623,TRUE,1.46706989054743,7.79736257187864
10,328,"sigmoid","2000 1000 1000 500 100 50","sgd",0.786259305159864,0.0214133526245706,"64 32 16 32 64 1",9.27059235421781,5.18841260424271,9.24468635454308,"1e-08",6.43594399556764,4.93238800939638,FALSE,7.93363539248743,0.886130901917717
6,224,"sigmoid","2000 1000 1000 500 100 50","rmsprop",0.044156153423083,0.0862775866809475,"100 100 100 100 100 1",9.94308172650069,8.7975674160809,3.73167017432977,"1e-06",1.79997736447779,3.02462307966664,TRUE,4.23732939657822,8.65464047703644
8,237,"sigmoid","2000 1000 500 100 50","adam",0.0186841740318923,0.0377435686652934,"32 20 16 32 10 1",8.93476601354519,0.380673409915215,2.98878860985278,"1e-14",4.99865579418281,0.472110964814201,FALSE,6.02776551093401,3.60496738237356
6,268,"hard_sigmoid","500 100 50","adagrad",0.169507597483427,0.0997987813547703,"25 25 25 25 25 1",4.36932892568749,3.97384281217904,2.75496260461514,"1e-14",6.29299577221656,9.19450910351472,TRUE,1.25729658839463,1.44375277517596
9,455,"softmax","2000 1000 500 100 50","rmsprop",0.401211122655252,0.031456951448772,"64 32 16 32 64 1",2.78102769937366,5.16747879942546,4.40725723395241,"1e-10",9.10557840650181,0.452331676098984,TRUE,4.87878674269633,1.50293878954593
6,322,"sigmoid","2000 1000 1000 500 100 50","adagrad",0.30028119674928,0.00540631166186797,"50 50 50 50 50 1",2.43786781581285,5.65032214229336,4.75974486581516,"1e-10",4.43193431258592,1.25396611982374,TRUE,8.4689259715009,8.93600071250075
10,112,"softsign","500 100 50","adagrad",0.50501421001323,0.0657771695886147,"64 32 16 32 64 1",9.62478737881885,5.00547341971271,0.793035560556455,"1e-12",1.96804826424807,1.62349722381216,TRUE,9.44862451124674,4.27707144811579
10,262,"elu","2000 1000 1000 1000 500 100 50","rmsprop",0.365705576841056,0.00454045967474694,"32 20 16 32 10 1",9.65673954395153,8.49502801529969,6.10526343438774,"1e-06",2.66461309984186,1.36185499108979,TRUE,3.89234757504832,0.247827946982322
7,455,"elu","2000 1000 1000 500 100 50","sgd",0.608547974017588,0.0751392691831683,"50 50 50 50 50 1",6.61273568428108,7.89861567871107,1.1566212850681,"1e-06",4.88450554076726,1.47163937822334,FALSE,6.48683083719353,6.9044034264097
6,152,"softplus","2000 1000 1000 500 100 50","adam",0.751376336865476,0.0221204076136626,"32 20 16 32 10 1",0.498778081997271,1.10187655932584,6.21031657725573,"1e-12",0.219807156507093,3.90029892169638,FALSE,0.857089785551769,5.42581469296655
10,486,"linear","2000 1000 1000 1000 500 100 50","adam",0.446357972572662,0.0682170892658223,"50 50 50 50 50 1",8.12919899341881,2.02010970479944,8.50530358361197,"1e-14",1.72264703988278,2.32234449128038,FALSE,2.12771027756976,5.1534059007997
7,399,"relu","2000 1000 1000 500 100 50","adadelta",0.476861096298625,0.0779112558372966,"50 50 50 50 50 1",6.68342185979265,5.2438741751496,2.04247893773136,"1e-14",2.1911032276604,0.156281624959083,FALSE,0.390048685844193,8.0491681649413
5,308,"softmax","2000 1000 1000 500 100 50","adam",0.293380043881293,0.0519324487380937,"50 50 50 50 50 1",4.58715921373721,4.99472468224069,5.38333654083079,"1e-06",2.30307638462002,5.29586115850834,FALSE,8.51552701743126,7.9330174056951
5,246,"relu","1000 500 100 50","sgd",0.86700473737889,0.0279675948805296,"64 32 16 32 64 1",0.721632296860572,7.43221436002556,0.201099860251416,"1e-10",2.45586644076145,3.97179114695056,TRUE,3.64125679168904,5.86193737670864
5,469,"softmax","2000 1000 500 100 50","rmsprop",0.290036434434203,0.0585717872182045,"32 20 16 32 10 1",9.09657127972834,5.73686532170773,5.76958924553823,"1e-08",0.421274250293476,0.600853873365559,TRUE,1.45598575289881,4.93128095610702
7,362,"softplus","2000 1000 500 100 50","rmsprop",0.821617956750642,0.0219910978499788,"50 50 50 50 50 1",0.732561150552504,3.41591838755409,7.41559473591158,"1e-14",4.31642799097582,5.34702425581869,FALSE,6.15868596153137,1.32037744177114
9,438,"relu","500 100 50","sgd",0.739025946891331,0.0196348702123666,"50 50 50 50 50 1",0.861003457512215,6.69018681200234,5.21103357966174,"1e-06",0.518774295923171,2.55166855062707,FALSE,1.12746556679672,4.30417599163944
8,384,"sigmoid","500 100 50","adam",0.191577625852672,0.0215953544105768,"64 32 16 32 64 1",5.01744414935804,7.90613407304653,7.19336968770018,"1e-06",0.625708675774018,3.9355673980643,TRUE,1.92804029874416,1.05391794125225
8,490,"softsign","2000 1000 500 100 50","sgd",0.132417723919521,0.000884206771864519,"32 20 16 32 10 1",7.91413417848892,8.03900403476032,0.317439694456989,"1e-10",7.31335566332902,1.89553001725581,FALSE,7.82550095650407,6.99830344353096
6,241,"softmax","500 100 50","adam",0.0572579015590483,0.0423769181242574,"32 20 16 32 10 1",5.22027776944324,1.33737242662508,1.78300594823086,"1e-14",6.30505167751318,1.66428285180475,TRUE,2.4054233978149,8.67461261541442
6,388,"softplus","2000 1000 500 100 50","adam",0.0983226815839182,0.0300744758263293,"100 100 100 100 100 1",4.16898517748436,2.01834196644261,2.56859234847827,"1e-06",4.23389965604306,4.23809665307868,TRUE,2.20942113086015,8.464436434331
7,180,"relu","2000 1000 500 100 50","rmsprop",0.369167370095872,0.00506161044622013,"32 20 16 32 10 1",3.19109288614201,9.22871276347568,3.22432157936739,"1e-12",6.99564971649263,2.12098323943908,FALSE,7.76086629978657,1.11849410895911
6,201,"elu","2000 1000 500 100 50","adadelta",0.497623278497974,0.065107120461293,"32 20 16 32 10 1",9.03932779371848,0.770110292308649,0.0595801079785451,"1e-12",8.15760480955178,4.01319662896218,FALSE,6.8466579684262,7.96166298185912
9,326,"relu","2000 1000 500 100 50","adam",0.382314339463308,0.0943205688796463,"64 32 16 32 64 1",6.65665841680685,6.4543135946685,1.49611705976422,"1e-08",5.22874890997614,5.46885207648622,TRUE,6.07668773213492,2.36339626121056
10,406,"sigmoid","500 100 50","adam",0.144158235287305,0.0124281310049462,"64 32 16 32 64 1",8.46072067154918,5.41115921803558,2.17477649464621,"1e-10",7.69982359438373,8.31204155160696,FALSE,9.73740374646173,8.44091885036326
8,125,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.269771579173487,0.0227059995167794,"25 25 25 25 25 1",1.76757629831822,8.75973213464066,8.39928168196115,"1e-10",7.35847731510642,9.37631971024093,FALSE,5.05694635327104,3.27293331319547
6,126,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adam",0.331416233844718,0.0136946815102348,"25 25 25 25 25 1",3.15676555762078,8.72049607468063,9.58764761978877,"1e-14",0.948207774497229,9.53476146119879,FALSE,5.13984800489996,2.76778261043315
7,385,"linear","2000 1000 1000 1000 500 100 50","rmsprop",0.476014088305878,0.0418252576261016,"50 50 50 50 50 1",8.38973342874535,6.09690247605289,3.52508250317886,"1e-14",7.7840451432248,2.41208660821314,FALSE,6.73556067141556,9.55349535122873
9,152,"tanh","500 100 50","adagrad",0.294499657467683,0.0429316831905265,"100 100 100 100 100 1",8.63887712781593,1.56322521949798,1.44767853300786,"1e-06",2.5611191645926,7.82689761002781,TRUE,9.5660309387745,3.95623004165454
8,195,"relu","1000 500 100 50","sgd",0.151368069016468,0.0575490948440083,"32 20 16 32 10 1",1.42352079398363,0.521370821692841,3.77405896710465,"1e-14",6.62672701186395,9.98483193108696,TRUE,6.08475236963059,0.666342351456951
6,309,"softsign","1000 500 100 50","adagrad",0.451656162270368,0.0486631634877089,"32 20 16 32 10 1",2.07340985907096,5.95517682088771,0.36311703083571,"1e-10",9.42261218612333,5.21678905730136,FALSE,7.04373858083059,0.850922178495642
9,162,"softplus","2000 1000 1000 1000 500 100 50","sgd",0.330640635174187,0.0486083153299688,"25 25 25 25 25 1",9.11106056993119,9.31117080523271,0.669861350124702,"1e-14",8.24533137530839,9.85325599773438,FALSE,6.35717738518132,2.49563278138194
10,371,"sigmoid","500 100 50","adagrad",0.235563045664318,0.0911662459397045,"25 25 25 25 25 1",6.24608306767579,3.8825310409741,8.45920569466427,"1e-14",4.322849718527,2.03599113867967,FALSE,2.43199057567869,4.10276116836631
5,344,"elu","2000 1000 1000 1000 500 100 50","sgd",0.110450791253359,0.0831193725510554,"64 32 16 32 64 1",8.35234986363961,7.85560360967989,4.62343790783547,"1e-06",1.36743933708872,5.13412902695709,FALSE,5.40382663934998,6.27575267243765
8,357,"softplus","2000 1000 1000 500 100 50","adadelta",0.121168725838896,0.00147652590496858,"25 25 25 25 25 1",3.0435962655554,6.32982755696575,4.36265294014476,"1e-08",4.9776667432459,0.0430318328994326,FALSE,2.86954069142181,1.60085504284163
8,474,"relu","500 100 50","adam",0.302629142913118,0.0673574004195618,"25 25 25 25 25 1",6.76482400664603,9.28935760567166,6.18392443902092,"1e-06",5.06836578331187,8.10599166839733,TRUE,6.47584238131433,7.87323115251491
7,402,"elu","2000 1000 1000 500 100 50","adagrad",0.876893274765357,0.0450821900558904,"25 25 25 25 25 1",8.07106687453351,4.50802955067216,3.61572991546127,"1e-08",9.03460294804124,1.97872268181643,FALSE,6.11719000930128,8.25602177843994
6,366,"softsign","2000 1000 1000 1000 500 100 50","sgd",0.0768317321802489,0.0852054420456039,"100 100 100 100 100 1",9.60044660333761,2.15904423981865,8.96492075948277,"1e-10",3.16225944354723,3.59533193702344,FALSE,5.43660556296088,0.846711476891051
10,200,"linear","1000 500 100 50","adagrad",0.824316904297087,0.061680828842638,"32 20 16 32 10 1",6.81106514032324,9.17840415897792,4.20490248443559,"1e-12",9.29090272977026,1.12087870087242,FALSE,6.4557570924589,8.38750338713283
10,205,"linear","2000 1000 1000 1000 500 100 50","sgd",0.0301890711595304,0.0309611833619775,"50 50 50 50 50 1",4.11787942720374,4.0401826894258,3.87483254108345,"1e-10",2.93226113319362,8.72575707720011,FALSE,7.35863695640428,8.98257524782032
10,461,"softplus","500 100 50","sgd",0.522870436972089,0.0873058098876276,"64 32 16 32 64 1",5.95993418549087,7.80806110877776,8.36028458133922,"1e-06",3.09615061585755,9.00929048220394,TRUE,5.38654654238809,1.56047643492507
10,321,"softmax","2000 1000 500 100 50","adam",0.547929039518943,0.0625748395395423,"100 100 100 100 100 1",7.96309173718877,0.881289953993584,2.97105698727304,"1e-14",8.41815558387776,6.51226635128143,TRUE,4.68822621482269,7.73218488792107
7,170,"elu","1000 500 100 50","adadelta",0.756178951348749,0.0545168848916123,"100 100 100 100 100 1",1.35320781842227,3.64039225099828,9.21841411706759,"1e-08",2.10200528254205,8.62867738837842,TRUE,7.01595178668306,2.19777663989406
8,226,"softmax","2000 1000 1000 500 100 50","adadelta",0.634290267560352,0.0313157631619851,"100 100 100 100 100 1",1.79434501512031,1.967338332788,5.39244796989602,"1e-12",9.16369791529263,0.568137709753355,TRUE,6.73234022923325,3.84455582630307
5,192,"sigmoid","2000 1000 500 100 50","adagrad",0.0883022498536971,0.0703029626786625,"50 50 50 50 50 1",4.82437563051748,7.83293643290113,0.744413669412024,"1e-12",2.05396242273578,6.48240724276868,FALSE,6.18466756145334,8.80697821854678
9,286,"hard_sigmoid","2000 1000 1000 500 100 50","adagrad",0.683506175001757,0.0403907878418169,"32 20 16 32 10 1",0.703413598360142,2.06834264636762,6.05470553283114,"1e-12",0.487758629662332,3.78082426565117,TRUE,3.61100724336773,4.89280485321182
8,194,"tanh","500 100 50","adagrad",0.845531995151052,0.0581562335906743,"25 25 25 25 25 1",8.99398795523923,0.985866229227756,2.30072019394138,"1e-12",9.8503566085638,4.62296139663435,TRUE,1.16455977587446,0.587282827491173
7,232,"softplus","1000 500 100 50","adam",0.809676491451217,0.0184323384699465,"50 50 50 50 50 1",3.69657293566579,1.82885601218359,0.504611189998686,"1e-08",0.439898387836008,1.19952935580281,TRUE,0.746889204280861,3.63390607506301
10,456,"sigmoid","2000 1000 1000 500 100 50","rmsprop",0.828119959163864,0.0919047763036389,"32 20 16 32 10 1",7.70829089558819,5.51942397802002,5.61642607579473,"1e-10",8.8895147966054,0.583843190822517,FALSE,8.12158530298357,4.24261555992453
7,425,"softmax","2000 1000 500 100 50","adadelta",0.139516789550101,0.04597122341122,"32 20 16 32 10 1",1.92848298483128,5.98704888015794,9.81193299497128,"1e-10",5.16438635420672,0.326198066461366,TRUE,7.13734543932292,6.64636099589147
9,389,"softmax","1000 500 100 50","sgd",0.72212432536158,0.0543463537051769,"32 20 16 32 10 1",5.11927669652411,0.794266761547378,0.942754460959695,"1e-12",7.93198283046817,6.54323838472017,FALSE,9.68424672591511,8.7489466316312
5,276,"linear","2000 1000 1000 500 100 50","sgd",0.29244235491415,0.0265764229937186,"50 50 50 50 50 1",0.910644344020805,2.33092816653569,8.66070914611686,"1e-08",7.86014701945585,6.1468626617291,FALSE,5.90080711745874,6.04093227605787
10,353,"sigmoid","2000 1000 1000 1000 500 100 50","adagrad",0.4954212061411,0.0213014971955544,"64 32 16 32 64 1",1.29941630515181,5.41801055824175,7.68805485253921,"1e-06",7.29702180797707,4.25808116019936,FALSE,7.48881079240208,5.36901588802508
5,158,"elu","500 100 50","adadelta",0.502800528735342,0.0319842719638367,"50 50 50 50 50 1",6.12288621697091,9.78067990603519,2.09857221704558,"1e-14",5.00436947476652,9.60307928628638,TRUE,9.14752663556331,2.97875185204608
10,305,"softplus","2000 1000 1000 1000 500 100 50","adam",0.210344953027822,0.0964056182753617,"64 32 16 32 64 1",3.81830577501104,7.75221494623888,4.94154463424115,"1e-14",0.839157639559826,1.35516914412961,FALSE,9.62468870436042,4.63065195116653
10,346,"linear","1000 500 100 50","adam",0.29495260195483,0.0256826242399909,"25 25 25 25 25 1",8.67966545523353,1.92883825291391,6.54609012231231,"1e-08",8.6160009496254,6.56282922901562,TRUE,5.79565235171753,6.27473409117141
8,472,"softmax","2000 1000 500 100 50","adadelta",0.453121335801808,0.0905828124921518,"32 20 16 32 10 1",2.97261112000384,0.634246875424014,4.8558988756733,"1e-06",3.0771188132561,7.03881350906799,TRUE,4.37733131560639,6.77519595198433
5,313,"linear","1000 500 100 50","adagrad",0.0238285552870366,0.0822329298418815,"50 50 50 50 50 1",2.8954535207849,3.45136057877427,7.70070099952864,"1e-14",6.00809403733469,7.80214872657321,TRUE,0.448475845300384,8.92107530457811
7,172,"softsign","2000 1000 1000 500 100 50","adagrad",0.481013075724151,0.0336452603669174,"64 32 16 32 64 1",7.59251016517521,7.3771844017619,1.25756261434755,"1e-10",1.42851238582546,6.32114777932642,TRUE,3.46817902093877,1.77086706615814
5,458,"linear","2000 1000 1000 1000 500 100 50","sgd",0.467125808734295,0.0177735141812706,"50 50 50 50 50 1",0.902718615658249,3.71669911717337,3.64642421960598,"1e-08",3.36653984865597,0.81541240878636,TRUE,4.20614525527808,1.89002685183721
7,479,"softsign","2000 1000 500 100 50","adam",0.657176514246489,0.0556625015788693,"50 50 50 50 50 1",6.4441555146093,7.18891835472772,6.3085634014965,"1e-12",5.2310188348835,1.77663160563679,FALSE,5.22570528695758,7.81471681535283
10,314,"hard_sigmoid","2000 1000 500 100 50","adam",0.564499565131695,0.0806179383249927,"50 50 50 50 50 1",1.96346745149963,9.73162021747887,2.02590457181563,"1e-12",7.74148813512898,1.90998046120512,FALSE,7.71997737685341,0.554778685560036
